1512386131593,bid:11338:0.13503,bid:11337:0.06,bid:11336:0.1,bid:11334:0.1,bid:11333:1,bid:11332:1.715,bid:11330:0.05,bid:11329:0.2,bid:11327:0.05879673,bid:11326:5,bid:11323:4.7126,bid:11321:0.11817,bid:11320:4.7368,bid:11319:0.2593,bid:11318:1,bid:11317:0.05835,bid:11315:0.8792,bid:11314:5.9175,bid:11313:4.8,bid:11312:6.7305,bid:11310:2,bid:11309:5.8907,bid:11308:11,bid:11303:4,bid:11300:0.06,bid:11299:10.2,bid:11295:0.4,bid:11294:0.4,bid:11293:0.04642668,bid:11292:10.6433,bid:11290:0.0151,bid:11288:0.04645128,bid:11286:0.05,bid:11285:18.26493695,bid:11284:10.5,bid:11281:1.78,bid:11278:1,bid:11275:0.05,bid:11274.61042357:0.8786,bid:11273:0.4,bid:11272:1,bid:11269:0.05,bid:11268:0.04235547,bid:11267:4.8,bid:11266:10.44568142,bid:11265:4.8,bid:11264:4.8,bid:11263:0.05,bid:11262:7.6824,bid:11261:4.8,bid:11260:0.6142,bid:11259:4.8,bid:11256:10.81628534,bid:11255:0.3322,bid:11251:0.2,ask:11340:-0.055725,ask:11341:-1.74775048,ask:11342:-0.4,ask:11344:-0.38076984,ask:11345:-0.31587033,ask:11346:-0.02,ask:11347:-0.0129337,ask:11349:-0.7724625,ask:11350:-0.5,ask:11351:-1,ask:11352:-0.0021,ask:11353:-11.6,ask:11354:-0.0045,ask:11355:-0.1,ask:11357:-4.8,ask:11359:-0.2,ask:11360:-0.07719614,ask:11361:-11.4212,ask:11362:-0.5,ask:11363:-4.8,ask:11365:-0.0053,ask:11367:-0.01311487,ask:11368:-0.0024563,ask:11369:-0.04888352,ask:11370:-0.2,ask:11371:-12.36684559,ask:11372:-1.66017367,ask:11373:-0.012673,ask:11374:-3,ask:11375:-0.01,ask:11378:-4.8,ask:11379:-0.99,ask:11380:-3,ask:11382:-0.2,ask:11383:-0.25,ask:11384:-4.8,ask:11386:-1,ask:11387:-0.00675,ask:11388:-0.04,ask:11389:-0.05,ask:11390:-1.5,ask:11392:-0.00281,ask:11393:-0.007,ask:11398:-0.31487853
1512386132460,bid:11338:0.05,bid:11337:0.06,bid:11336:0.1,bid:11335:0.61923016,bid:11334:0.1,bid:11333:1,bid:11332:1.715,bid:11330:0.05,bid:11329:0.2,bid:11327:0.05879673,bid:11326:5,bid:11321:0.11817,bid:11320:0.4,bid:11319:0.2593,bid:11318:1,bid:11317:0.05835,bid:11315:0.8792,bid:11313:4.8,bid:11312:6.7305,bid:11310:2,bid:11308:11,bid:11303:4,bid:11300:0.06,bid:11299:10.2,bid:11295:0.4,bid:11294:0.4,bid:11293:0.04642668,bid:11292:10.6433,bid:11290:0.0151,bid:11288:0.04645128,bid:11286:0.05,bid:11285:18.26493695,bid:11284:10.5,bid:11281:1.78,bid:11278:1,bid:11275:0.05,bid:11274.61042357:0.8786,bid:11273:0.4,bid:11272:1,bid:11269:0.05,bid:11268:0.04235547,bid:11267:4.8,bid:11266:10.44568142,bid:11265:4.8,bid:11264:4.8,bid:11263:0.05,bid:11262:7.6824,bid:11261:4.8,bid:11260:0.6142,bid:11259:4.8,bid:11256:10.81628534,bid:11255:0.3322,bid:11251:0.2,bid:11250:1,bid:11248:11.012988,bid:11246:0.05,bid:11245:0.31517295,bid:11241:0.33689811,ask:11340:-0.055725,ask:11341:-1.74775048,ask:11342:-0.4,ask:11345:-0.31587033,ask:11346:-0.02,ask:11347:-0.0129337,ask:11348:-0.7724625,ask:11349:-0.005,ask:11350:-0.5,ask:11351:-2.5,ask:11352:-0.0021,ask:11353:-11.6,ask:11354:-0.0045,ask:11355:-0.1,ask:11357:-4.8,ask:11359:-0.2,ask:11360:-0.07719614,ask:11361:-11.4212,ask:11362:-0.5,ask:11363:-4.8,ask:11365:-0.0053,ask:11367:-0.01311487,ask:11368:-0.0024563,ask:11369:-0.04888352,ask:11370:-0.2,ask:11371:-12.36684559,ask:11372:-1.66017367,ask:11373:-0.012673,ask:11374:-4.8,ask:11375:-0.01,ask:11378:-4.8,ask:11379:-0.99,ask:11380:-3,ask:11382:-0.2,ask:11383:-8.30110647,ask:11384:-4.8,ask:11386:-1,ask:11387:-0.00675,ask:11388:-0.04,ask:11389:-0.05,ask:11390:-1.5,ask:11392:-0.00281,ask:11393:-0.007,ask:11398:-0.31487853,ask:11399:-49.9
1512386133262,bid:11338:0.004,bid:11337:0.06,bid:11336:0.1,bid:11335:0.61923016,bid:11334:0.1,bid:11332:1.715,bid:11330:0.05,bid:11329:1,bid:11327:0.05879673,bid:11326:5,bid:11321:0.57784411,bid:11320:0.4,bid:11319:0.2593,bid:11318:1,bid:11317:0.05835,bid:11315:0.8792,bid:11313:4.8,bid:11312:6.7305,bid:11310:2,bid:11308:11,bid:11303:4,bid:11300:0.06,bid:11299:10.2,bid:11295:0.4,bid:11294:0.4,bid:11293:0.04642668,bid:11292:10.6433,bid:11290:0.0151,bid:11288:0.04645128,bid:11286:0.05,bid:11285:18.26493695,bid:11284:10.5,bid:11281:1.78,bid:11278:1,bid:11275:0.05,bid:11274.61042357:0.8786,bid:11273:0.4,bid:11272:1,bid:11269:0.05,bid:11268:0.04235547,bid:11267:4.8,bid:11266:10.44568142,bid:11265:4.8,bid:11264:4.8,bid:11263:0.05,bid:11262:7.6824,bid:11261:4.8,bid:11260:0.6142,bid:11259:4.8,bid:11256:10.81628534,bid:11255:0.3322,bid:11251:0.2,bid:11250:1,bid:11248:11.012988,bid:11247:4.8,bid:11246:0.05,bid:11245:0.31517295,ask:11340:-0.055725,ask:11341:-1.74775048,ask:11342:-0.4,ask:11345:-0.31587033,ask:11346:-0.02,ask:11347:-0.0129337,ask:11349:-0.005,ask:11350:-0.5,ask:11351:-2.5,ask:11352:-0.0021,ask:11353:-11.6,ask:11354:-0.0045,ask:11355:-0.1,ask:11357:-0.01,ask:11359:-0.2,ask:11360:-0.07719614,ask:11361:-11.4212,ask:11362:-0.5,ask:11363:-4.8,ask:11365:-0.0053,ask:11367:-0.01311487,ask:11368:-0.0024563,ask:11369:-0.04888352,ask:11370:-0.2,ask:11371:-12.36684559,ask:11372:-1.66017367,ask:11373:-0.012673,ask:11374:-4.8,ask:11375:-0.01,ask:11378:-4.8,ask:11379:-0.99,ask:11380:-3,ask:11382:-0.2,ask:11383:-8.30110647,ask:11384:-4.8,ask:11386:-1,ask:11387:-0.00675,ask:11388:-0.04,ask:11389:-0.05,ask:11390:-1.5,ask:11392:-0.00281,ask:11393:-0.007,ask:11398:-0.31487853
1512386134893,bid:11338:0.004,bid:11337:0.06,bid:11336:0.1,bid:11334:0.1,bid:11332:1.715,bid:11330:0.05,bid:11329:0.2,bid:11327:0.5,bid:11326:5,bid:11322:0.05879413,bid:11321:0.11817,bid:11320:0.4,bid:11319:0.2593,bid:11318:1,bid:11317:0.05835,bid:11313:4.8,bid:11312:6.7305,bid:11310:2,bid:11308:11,bid:11303:4,bid:11300:0.06,bid:11299:10.2,bid:11295:0.4,bid:11294:0.72,bid:11293:0.04642668,bid:11292:10.6433,bid:11290:0.0151,bid:11286:0.05,bid:11285:18.26493695,bid:11284:10.5,bid:11281:1.78,bid:11278:1,bid:11276.62828281:0.8793,bid:11275:0.05,bid:11273:0.4,bid:11272:1,bid:11269:0.05,bid:11268:0.04235547,bid:11267:4.8,bid:11266:10.44568142,bid:11265:4.8,bid:11264:4.8,bid:11263:0.05,bid:11262:7.6824,bid:11261:4.8,bid:11260:0.6142,bid:11259:4.8,bid:11257:4.8,bid:11256:10.81628534,bid:11255:0.3322,bid:11251:0.2,bid:11250:1,bid:11248:11.012988,bid:11247:4.8,bid:11246:0.05,bid:11245:0.31517295,bid:11241:0.33689811,bid:11239:0.5,bid:11238:11.442117,ask:11340:-0.067075,ask:11341:-1.74775048,ask:11342:-0.4,ask:11345:-0.31587033,ask:11346:-0.02,ask:11347:-0.0129337,ask:11349:-0.005,ask:11350:-0.5,ask:11351:-2.5,ask:11352:-0.0021,ask:11353:-11.6,ask:11354:-0.0045,ask:11355:-0.1,ask:11357:-0.01,ask:11359:-0.2,ask:11360:-0.07719614,ask:11361:-11.4212,ask:11362:-0.5,ask:11363:-4.8,ask:11365:-0.0053,ask:11368:-0.0024563,ask:11369:-0.04888352,ask:11370:-0.2,ask:11371:-12.36684559,ask:11372:-1.66017367,ask:11373:-0.012673,ask:11374:-4.8,ask:11375:-0.01,ask:11378:-4.8,ask:11379:-0.99,ask:11380:-3,ask:11382:-0.2,ask:11383:-8.30110647,ask:11384:-4.8,ask:11386:-1,ask:11387:-0.00675,ask:11388:-0.04,ask:11389:-0.05,ask:11390:-1.5,ask:11392:-0.00281,ask:11393:-0.007,ask:11398:-0.31487853,ask:11399:-0.0198,ask:11400:-1
1512386135664,bid:11338:0.004,bid:11336:0.1,bid:11334:0.1,bid:11333:0.61923016,bid:11332:1.715,bid:11330:1,bid:11329:0.2,bid:11327:0.5,bid:11326:5,bid:11323:0.05879413,bid:11321:0.11817,bid:11320:0.4,bid:11319:0.2593,bid:11318:1,bid:11317:0.05835,bid:11313:4.8,bid:11312:6.7305,bid:11310:2,bid:11308:11,bid:11303:4,bid:11300:0.06,bid:11299:10.2,bid:11295:0.4,bid:11294:0.72,bid:11293:0.04642668,bid:11292:10.6433,bid:11290:0.0151,bid:11286:0.05,bid:11285:18.26493695,bid:11284:10.5,bid:11281:1.78,bid:11278:1,bid:11276.62828281:0.8793,bid:11275:0.05,bid:11273:0.4,bid:11272:1,bid:11269:0.05,bid:11268:0.04235547,bid:11267:4.8,bid:11266:10.44568142,bid:11265:4.8,bid:11264:4.8,bid:11263:0.05,bid:11262:7.6824,bid:11261:4.8,bid:11260:0.6142,bid:11259:4.8,bid:11257:4.8,bid:11256:10.81628534,bid:11255:0.3322,bid:11251:0.2,bid:11250:1,bid:11248:11.012988,bid:11247:4.8,bid:11246:0.05,bid:11245:0.31517295,bid:11241:0.33689811,bid:11239:0.5,bid:11238:11.442117,ask:11340:-0.067075,ask:11341:-1.74775048,ask:11342:-0.4,ask:11344:-0.38076984,ask:11345:-0.31587033,ask:11346:-0.02,ask:11347:-0.0129337,ask:11348:-0.7724625,ask:11349:-0.005,ask:11350:-0.5,ask:11351:-2.5,ask:11352:-0.0021,ask:11353:-11.6,ask:11354:-0.0045,ask:11355:-0.1,ask:11357:-0.01,ask:11359:-0.2,ask:11360:-0.07719614,ask:11361:-11.4212,ask:11362:-0.5,ask:11363:-4.8,ask:11365:-0.0053,ask:11368:-0.0024563,ask:11369:-0.04888352,ask:11370:-0.2,ask:11371:-12.36684559,ask:11372:-1.66017367,ask:11373:-0.012673,ask:11374:-4.8,ask:11375:-0.01,ask:11378:-4.8,ask:11379:-0.99,ask:11380:-3,ask:11382:-0.2,ask:11383:-8.30110647,ask:11384:-4.8,ask:11386:-1,ask:11387:-0.00675,ask:11388:-0.04,ask:11389:-0.05,ask:11390:-1.5,ask:11392:-0.00281,ask:11393:-0.007,ask:11398:-0.31487853,ask:11399:-0.0198,ask:11400:-1
1512386136477,bid:11338:0.004,bid:11336:0.1,bid:11335:0.61923016,bid:11334:0.1,bid:11332:1.715,bid:11330:1,bid:11329:0.2,bid:11327:0.5,bid:11326:5,bid:11322:0.05879413,bid:11321:0.11817,bid:11320:0.4,bid:11319:0.2593,bid:11318:1,bid:11317:0.05835,bid:11313:4.8,bid:11312:6.7305,bid:11310:2,bid:11308:11,bid:11303:4,bid:11300:0.06,bid:11299:10.2,bid:11294:0.72,bid:11293:0.04642668,bid:11292:10.6433,bid:11290:0.0151,bid:11286:0.05,bid:11285:18.26493695,bid:11284:10.5,bid:11281:1.78,bid:11278:1,bid:11276.62828281:0.8793,bid:11275:0.05,bid:11273:0.4,bid:11272:1,bid:11269:0.05,bid:11268:0.04235547,bid:11267:4.8,bid:11266:10.44568142,bid:11265:4.8,bid:11264:4.8,bid:11263:0.05,bid:11262:7.6824,bid:11261:4.8,bid:11260:0.6142,bid:11259:4.8,bid:11257:4.8,bid:11256:10.81628534,bid:11255:0.3322,bid:11251:0.2,bid:11250:1,bid:11248:11.012988,bid:11247:4.8,bid:11246:0.05,bid:11245:0.31517295,bid:11241:0.33689811,bid:11239:0.5,bid:11238:11.442117,bid:11237:0.31487853,bid:11236:0.005005,ask:11340:-0.067075,ask:11341:-1.74775048,ask:11342:-0.4,ask:11344:-0.38076984,ask:11345:-0.31587033,ask:11346:-0.02,ask:11347:-0.0129337,ask:11349:-0.005,ask:11350:-0.5,ask:11351:-2.5,ask:11352:-0.0021,ask:11353:-11.6,ask:11354:-0.0045,ask:11355:-0.1,ask:11357:-0.01,ask:11359:-0.2,ask:11360:-0.07719614,ask:11361:-11.4212,ask:11362:-0.5,ask:11363:-4.8,ask:11365:-0.0053,ask:11368:-0.0024563,ask:11370:-0.44333384,ask:11371:-12.36684559,ask:11372:-1.66017367,ask:11373:-0.012673,ask:11374:-4.8,ask:11375:-0.01,ask:11378:-4.8,ask:11379:-0.99,ask:11380:-3,ask:11382:-0.2,ask:11383:-8.30110647,ask:11384:-4.8,ask:11386:-1,ask:11387:-0.00675,ask:11388:-0.04,ask:11389:-0.05,ask:11390:-1.5,ask:11392:-0.00281,ask:11393:-0.007,ask:11398:-0.31487853,ask:11399:-0.0198,ask:11400:-1
1512386137345,bid:11338:0.004,bid:11336:0.1,bid:11335:0.61923016,bid:11334:0.2,bid:11333:0.1,bid:11332:1.715,bid:11330:1,bid:11329:0.2,bid:11327:0.5,bid:11326:5,bid:11322:0.05879413,bid:11321:0.11817,bid:11320:0.4,bid:11319:0.2593,bid:11318:1,bid:11317:0.05835,bid:11313:4.8,bid:11312:6.7305,bid:11310:2,bid:11308:11,bid:11303:4,bid:11300:0.06,bid:11299:10.2,bid:11294:0.72,bid:11293:0.04642668,bid:11292:10.6433,bid:11290:0.0151,bid:11286:0.05,bid:11285:18.26493695,bid:11284:10.5,bid:11281:2.5,bid:11278:1,bid:11276.62828281:0.8793,bid:11275:0.05,bid:11273:0.4,bid:11272:1,bid:11269:0.05,bid:11268:0.04235547,bid:11267:4.8,bid:11266:10.44568142,bid:11265:4.8,bid:11264:4.8,bid:11263:0.05,bid:11262:7.6824,bid:11261:4.8,bid:11260:0.6142,bid:11259:4.8,bid:11257:4.8,bid:11256:10.81628534,bid:11255:0.3322,bid:11251:0.2,bid:11250:1,bid:11248:11.012988,bid:11247:4.8,bid:11246:0.05,bid:11245:0.31517295,bid:11241:0.33689811,bid:11239:0.5,bid:11238:11.442117,ask:11341:-1.74775048,ask:11342:-0.4,ask:11344:-0.38076984,ask:11345:-0.31587033,ask:11346:-0.02,ask:11347:-0.0129337,ask:11349:-0.005,ask:11350:-0.5,ask:11351:-2.5,ask:11352:-0.0021,ask:11353:-11.6,ask:11354:-0.0045,ask:11355:-0.08889,ask:11357:-0.01,ask:11359:-0.2,ask:11360:-0.07719614,ask:11361:-11.4212,ask:11362:-0.5,ask:11363:-4.8,ask:11365:-0.0053,ask:11368:-0.0024563,ask:11370:-0.44333384,ask:11371:-12.36684559,ask:11372:-1.66017367,ask:11373:-0.012673,ask:11374:-4.8,ask:11375:-0.01,ask:11378:-4.8,ask:11379:-0.99,ask:11380:-3,ask:11382:-0.2,ask:11383:-8.30110647,ask:11384:-4.8,ask:11386:-1,ask:11387:-0.00675,ask:11388:-0.04,ask:11389:-0.05,ask:11390:-1.5,ask:11392:-0.00281,ask:11393:-0.007,ask:11398:-0.31487853,ask:11399:-0.0198,ask:11400:-1
1512386138166,bid:11338:0.004,bid:11336:0.1,bid:11335:0.61923016,bid:11334:0.2,bid:11333:0.1,bid:11332:0.5,bid:11330:1,bid:11329:0.2,bid:11327:0.5,bid:11326:5,bid:11324:0.05879413,bid:11323:0.05879413,bid:11321:0.11817,bid:11320:0.4,bid:11319:0.2593,bid:11318:1,bid:11317:0.05835,bid:11313:4.8,bid:11312:6.7305,bid:11310:2,bid:11308:11,bid:11303:4,bid:11300:0.06,bid:11299:10.2,bid:11294:0.72,bid:11293:0.04642668,bid:11292:10.6433,bid:11290:0.0151,bid:11289:0.4,bid:11286:0.05,bid:11285:18.26493695,bid:11284:10.5,bid:11281:2.5,bid:11278:1,bid:11276.62828281:0.8793,bid:11275:0.05,bid:11273:0.4,bid:11272:1,bid:11269:0.05,bid:11268:0.04235547,bid:11267:4.8,bid:11266:10.44568142,bid:11265:4.8,bid:11264:4.8,bid:11263:0.05,bid:11262:7.6824,bid:11261:4.8,bid:11260:0.6142,bid:11259:4.8,bid:11257:4.8,bid:11256:10.81628534,bid:11255:0.3322,bid:11251:0.2,bid:11250:1,bid:11248:11.012988,bid:11247:4.8,bid:11246:0.05,bid:11245:0.31517295,bid:11241:0.33689811,bid:11239:0.5,bid:11238:11.442117,ask:11341:-1.74775048,ask:11342:-0.4,ask:11344:-0.38076984,ask:11345:-0.31587033,ask:11346:-0.02,ask:11347:-0.0129337,ask:11349:-0.005,ask:11350:-0.5,ask:11351:-2.5,ask:11352:-0.0021,ask:11353:-11.6,ask:11354:-0.0045,ask:11355:-0.08889,ask:11357:-0.01,ask:11359:-0.2,ask:11360:-0.07719614,ask:11361:-11.4212,ask:11362:-0.5,ask:11363:-4.8,ask:11365:-0.0053,ask:11368:-0.0024563,ask:11370:-0.44333384,ask:11371:-12.36684559,ask:11372:-1.66017367,ask:11373:-0.012673,ask:11374:-4.8,ask:11375:-0.01,ask:11378:-4.8,ask:11379:-0.99,ask:11380:-3,ask:11382:-0.2,ask:11383:-8.30110647,ask:11384:-4.8,ask:11386:-1,ask:11387:-0.00675,ask:11388:-0.04,ask:11389:-0.05,ask:11390:-1.5,ask:11392:-0.00281,ask:11393:-0.007,ask:11398:-0.31487853,ask:11399:-0.0198
1512386139813,bid:11338:0.004,bid:11335:0.1,bid:11334:0.61923016,bid:11333:0.2,bid:11332:0.3,bid:11330:0.05,bid:11329:1,bid:11327:0.05879154,bid:11326:0.6,bid:11324:0.05879413,bid:11321:0.11817,bid:11320:0.4,bid:11319:0.2593,bid:11318:1,bid:11317:0.05835,bid:11313:4.8,bid:11312:6.7305,bid:11310:2,bid:11308:11,bid:11304:0.11822447,bid:11303:4,bid:11300:0.06,bid:11299:10.2,bid:11294:0.72,bid:11293:0.04642668,bid:11292:10.6433,bid:11290:0.0151,bid:11289:0.4,bid:11286:0.05,bid:11285:18.26493695,bid:11284:10.5,bid:11281:2.5,bid:11278:1,bid:11276.62828281:0.8793,bid:11275:0.05,bid:11273:0.4,bid:11272:1,bid:11269:0.05,bid:11268:0.04235547,bid:11267:4.8,bid:11266:10.44568142,bid:11265:4.8,bid:11264:4.8,bid:11263:0.05,bid:11262:7.6824,bid:11261:4.8,bid:11260:0.6142,bid:11259:4.8,bid:11257:4.8,bid:11256:10.81628534,bid:11255:0.3322,bid:11251:0.2,bid:11250:1,bid:11248:11.012988,bid:11247:4.8,bid:11246:0.05,bid:11245:0.31517295,bid:11241:0.33689811,bid:11239:0.5,bid:11238:11.442117,bid:11237:0.31487853,ask:11339:-0.061525,ask:11340:-0.38076984,ask:11341:-1.74775048,ask:11342:-0.4,ask:11345:-0.31587033,ask:11346:-0.7724625,ask:11347:-0.0129337,ask:11349:-0.005,ask:11350:-0.5,ask:11351:-2.5,ask:11352:-0.0021,ask:11353:-11.6,ask:11354:-0.0045,ask:11355:-0.08889,ask:11357:-4.8,ask:11359:-0.2,ask:11360:-0.07719614,ask:11361:-11.4212,ask:11362:-0.5,ask:11363:-4.8,ask:11365:-0.0053,ask:11366:-0.01,ask:11368:-0.0024563,ask:11370:-0.2,ask:11371:-12.36684559,ask:11372:-1.66017367,ask:11373:-0.012673,ask:11374:-4.8,ask:11375:-0.01,ask:11378:-4.8,ask:11379:-0.99,ask:11380:-3,ask:11382:-0.2,ask:11383:-8.30110647,ask:11384:-4.8,ask:11386:-1,ask:11387:-0.00675,ask:11388:-0.04,ask:11389:-0.05,ask:11390:-1.5,ask:11392:-0.00281,ask:11393:-0.007,ask:11398:-0.31487853,ask:11399:-49.9
1512386140626,bid:11338:0.00881982,bid:11335:0.1,bid:11333:0.2,bid:11332:0.1,bid:11330:0.5,bid:11329:1,bid:11328:0.2,bid:11326:0.6,bid:11323:0.05879413,bid:11321:0.11817,bid:11320:0.4,bid:11319:0.2593,bid:11318:1,bid:11317:0.05835,bid:11313:4.8,bid:11312:6.7305,bid:11310:2,bid:11308:11,bid:11304:0.11822447,bid:11303:4,bid:11300:0.06,bid:11299:10.2,bid:11294:0.72,bid:11293:0.04642668,bid:11292:10.6433,bid:11290:0.0151,bid:11289:0.4,bid:11286:0.05,bid:11285:18.26493695,bid:11284:10.5,bid:11281:2.5,bid:11278:1,bid:11276.62828281:0.8793,bid:11275:0.05,bid:11273:0.4,bid:11272:1,bid:11269:0.05,bid:11268:0.04235547,bid:11267:4.8,bid:11266:10.44568142,bid:11265:4.8,bid:11264:4.8,bid:11263:0.05,bid:11262:7.6824,bid:11261:4.8,bid:11260:0.6142,bid:11259:4.8,bid:11257:4.8,bid:11256:10.81628534,bid:11255:0.3322,bid:11251:0.2,bid:11250:1,bid:11248:11.012988,bid:11247:4.8,bid:11246:0.05,bid:11245:0.31517295,bid:11241:1,ask:11339:-0.38076984,ask:11341:-1.74775048,ask:11342:-0.4,ask:11345:-0.31587033,ask:11346:-0.7724625,ask:11347:-1,ask:11349:-0.005,ask:11350:-0.5,ask:11351:-2.5,ask:11352:-0.0021,ask:11353:-0.1,ask:11354:-0.0045,ask:11355:-0.08889,ask:11357:-4.8,ask:11358:-0.2,ask:11359:-18.03935119,ask:11360:-0.07719614,ask:11361:-11.4212,ask:11363:-4.8,ask:11365:-0.0053,ask:11367:-0.1,ask:11368:-0.0024563,ask:11369:-0.2,ask:11370:-0.44333384,ask:11371:-12.36684559,ask:11372:-1.66017367,ask:11373:-0.012673,ask:11374:-4.8,ask:11375:-0.01,ask:11378:-4.8,ask:11379:-0.99,ask:11380:-3,ask:11382:-0.2,ask:11383:-8.30110647,ask:11384:-4.8,ask:11386:-1,ask:11387:-0.00675,ask:11388:-0.04,ask:11389:-0.05,ask:11390:-1.5,ask:11392:-0.00281,ask:11393:-0.007,ask:11398:-0.31487853,ask:11399:-49.9
