1512374573645,11525,11526
1512374574535,11525,11526
1512374576093,11525,11526
1512374576919,11525,11526
1512374577737,11525,11526
1512374578503,11525,11526
1512374579313,11525,11526
1512374580911,11525,11526
1512374581727,11525,11526
1512374582562,11524,11526
1512374583409,11523,11525
1512374584955,11523,11524
1512374585834,11523,11525
1512374586554,11523,11524
1512374587428,11523,11523.91607897
1512374588289,11523,11524
1512374589966,11523,11523.91607897
1512374590783,11523,11523.91607897
1512374591492,11523,11523.91607897
1512374593121,11523,11524
1512374593991,11523,11523.91607897
1512374594746,11523,11524
1512374595792,11523,11524
1512374596410,11523,11524
1512374598041,11523,11523.91607897
1512374598838,11523,11524
1512374599614,11523,11524
1512374600513,11523,11524
1512374601218,11523,11524
1512374601218,11523,11524
1512374601218,11523,11524
1512374601218,11523,11524
1512374601218,11523,11524
1512374601218,11523,11524
1512374601218,11523,11524
1512374608726,11523,11524
1512374609570,11522,11523
1512374610748,11522,11523
1512374611662,11522,11523
1512374613101,11522,11523
1512374613910,11522,11523
1512374614843,11522,11523
1512374615599,11522,11523
1512374616369,11522,11523
1512374617302,11522,11523
1512374618857,11522,11523
1512374619602,11522,11523
1512374620469,11510,11523
1512374622092,11522,11522.84810479
1512374623004,11514,11522
1512374623601,11514.06698374,11521
1512374623601,11514.06698374,11521
1512374625697,11515,11520
1512374626532,11515,11519
1512374627397,11515,11518
1512374628685,11515,11518
1512374630107,11515,11516
1512374630945,11515,11516
1512374631764,11515,11518
1512374632523,11516,11517
1512374633440,11516,11517
1512374635091,11516,11517
1512374635833,11518,11519
1512374636662,11519,11521
1512374637530,11519,11520
1512374639127,11519,11519.88150984
1512374639959,11519,11520
1512374640759,11519,11519.76284604
1512374641524,11519,11519.64418224
1512374642343,11519,11519.88150984
1512374644087,11519,11519.88150984
1512374644881,11519,11519.88150984
1512374645647,11519,11519.88150984
1512374646501,11519,11519.88150984
1512374648133,11519,11519.88150984
1512374648905,11519,11519.76284604
1512374649713,11519,11519.88150984
1512374650705,11519,11519.64418224
1512374652158,11519,11519.88150984
1512374652984,11519,11520
1512374653802,11519,11519.88150984
1512374654634,11519,11519.88150984
1512374655673,11519,11520
1512374657083,11519,11520
1512374657947,11519,11520
1512374658718,11519,11520
1512374659535,11519,11520
1512374660414,11519,11520
1512374661948,11519,11520
1512374662821,11519,11520
1512374663634,11519,11520
1512374664562,11518,11519
1512374666099,11518,11519
1512374666984,11518,11519
1512374667797,11518,11519
1512374668562,11518,11519
1512374669442,11512,11519
1512374671073,11512,11517
1512374671885,11512,11517
1512374672702,11513,11516
1512374673517,11513,11515
1512374675122,11512,11513
1512374675937,11512,11513
1512374676761,11512,11513
1512374677638,11512,11513
1512374678467,11512,11513
1512374680016,11512,11513
1512374680859,11512,11513
1512374681661,11512,11513
1512374681661,11512,11513
1512374681661,11512,11513
1512374681661,11512,11513
1512374681661,11512,11513
1512374681661,11512,11513
1512374681661,11512,11513
1512374681661,11512,11513
1512374689661,11512,11513
1512374690613,11512,11513
1512374691657,11512,11513
1512374692429,11512,11513
1512374694082,11512,11513
1512374694814,11511,11512
1512374695694,11511,11512
1512374696514,11511,11512
1512374698148,11511,11512
1512374698938,11511,11512
1512374699803,11511,11513
1512374700662,11511,11512
1512374701423,11511,11513
1512374703050,11511,11512
1512374703918,11511,11512
1512374704806,11511,11512
1512374705582,11512,11514
1512374706367,11512,11514
1512374707183,11512,11513
1512374708793,11513,11514
1512374709609,11513,11514
1512374710459,11513,11514
1512374712059,11509,11513
1512374712831,11509,11512
1512374713637,11509.08310422,11513
1512374714577,11509,11510
1512374716114,11509,11510
1512374717002,11509,11510
1512374717825,11509,11510
1512374718622,11507,11510
1512374720166,11505,11508
1512374721008,11504,11511.93103537
1512374721763,11507,11509
1512374722602,11507,11512
1512374723798,11508,11509
1512374724987,11508.13379384,11509
1512374725439,11508,11509
1512374726993,11508.13379384,11509
1512374727885,11508,11509
1512374728632,11508,11509
1512374729506,11508,11510
1512374731090,11509,11512
1512374731936,11510,11512
1512374732690,11510,11511
1512374733516,11510,11511
1512374735095,11510,11512
1512374735947,11511,11512
1512374736762,11511,11512
1512374737544,11511,11513
1512374739142,11513,11514
1512374740110,11513,11514
1512374740807,11513,11514
1512374741676,11513,11514
1512374742444,11513,11514
1512374744102,11513,11514
1512374744937,11513,11514
1512374745732,11513,11516
1512374746566,11513,11516
1512374747429,11514,11516
1512374748987,11515,11516
1512374749859,11515,11516
1512374750668,11515,11516
1512374751463,11515,11516
1512374752279,11515,11517
1512374753909,11516,11517
1512374754691,11516,11517
1512374755505,11516,11517
1512374757078,11516,11517
1512374757078,11516,11517
1512374757078,11516,11517
1512374757078,11516,11517
1512374757078,11516,11517
1512374757078,11516,11517
1512374757078,11516,11517
1512374757078,11516,11517
1512374765086,11516,11519
1512374765887,11516,11519
1512374766725,11517,11518
1512374767541,11517,11518
1512374768344,11517,11519
1512374769976,11517,11519
1512374770949,11518,11519
1512374771684,11518,11519
1512374772492,11518,11519
1512374774167,11518,11519
1512374774855,11518,11519
1512374775797,11518,11519
1512374776465,11518,11519
1512374778116,11518,11519
1512374778978,11518,11519
1512374779737,11518,11519
1512374780755,11518,11519
1512374781340,11518,11519
1512374783024,11518,11519
1512374783949,11518,11519
1512374784650,11518,11519
1512374785524,11518,11520
1512374787163,11518,11519
1512374787873,11518,11520
1512374788688,11518,11519
1512374789554,11518,11519
1512374791171,11518,11519
1512374791981,11518,11519
1512374792857,11518,11519
1512374793645,11518,11519
1512374794446,11518,11519
1512374795270,11518,11519
1512374796973,11518,11519
1512374797688,11518,11519
1512374798514,11518,11519
1512374799328,11518,11519
1512374800909,11518,11519
1512374801701,11518,11519
1512374802471,11518,11519
1512374804118,11517,11518
1512374804981,11517,11518
1512374805812,11517,11518
1512374806687,11517,11518
1512374807465,11517,11518
1512374809087,11517,11518
1512374809903,11517,11518
1512374810670,11517,11518
1512374811512,11517,11518
1512374812333,11517,11518
1512374813970,11517,11518
1512374814776,11517,11518
1512374815663,11516,11517
1512374816431,11516,11517
1512374818043,11516,11517
1512374818860,11516,11518
1512374819681,11516,11517
1512374820460,11516,11517
1512374822036,11516,11517
1512374822845,11516,11517
1512374823663,11516,11517
1512374824584,11516,11517
1512374825329,11516,11517
1512374827046,11516,11517
1512374827750,11517,11518
1512374828535,11517,11518
1512374829402,11517,11518
1512374830970,11517,11518
1512374831798,11517,11518
1512374832666,11517,11518
1512374833508,11517,11518
1512374835107,11517,11518
1512374835879,11517,11518
1512374836695,11517,11518
1512374836695,11517,11518
1512374836695,11517,11518
1512374836695,11517,11518
1512374840812,11517,11518
1512374840812,11517,11518
1512374840812,11517,11518
1512374840812,11517,11518
1512374840812,11517,11518
1512374846008,11517,11518
1512374847054,11517,11518
1512374847831,11517,11518
1512374848601,11517,11518
1512374849440,11517,11518
1512374851111,11517,11518
1512374851872,11517,11518
1512374852697,11517,11518
1512374853519,11517,11518
1512374854393,11517,11518
1512374856059,11517,11518
1512374856781,11517,11518
1512374857658,11517,11517.86422527
1512374858416,11517,11517.74556148
1512374859281,11517,11518
1512374861001,11517,11518
1512374861730,11517,11517.86422527
1512374862590,11517,11517.86422527
1512374863402,11517,11517.86422527
1512374865005,11517,11517.86422527
1512374865819,11517,11517.86422527
1512374866852,11517,11517.86422527
1512374867571,11517,11517.86422527
1512374869101,11517,11517.86422527
1512374870091,11517,11517.86422527
1512374870745,11517,11517.86422527
1512374871619,11517,11517.86422527
1512374872426,11516,11517
1512374873957,11516,11516.91491489
1512374874827,11516,11516.91491489
1512374875587,11516,11516.91491489
1512374876420,11516,11516.91491489
1512374878061,11516,11516.91491489
1512374878909,11516,11516.91491489
1512374879672,11516,11516.91491489
1512374880573,11513,11516
1512374882089,11513,11514
1512374882911,11513,11514
1512374883718,11513,11514
1512374884562,11511,11513
1512374885372,11507,11512
1512374887081,11498,11500
1512374887889,11498,11499
1512374887889,11498,11499
1512374889499,11497,11498
1512374890370,11497,11498
1512374892024,11497,11498
1512374892785,11497,11498
1512374893641,11497,11498
1512374894408,11497,11498
1512374896121,11497,11498
1512374896807,11497,11498
1512374897763,11497,11498
1512374898614,11497,11498
1512374900091,11495,11496
1512374900923,11495,11496
1512374901746,11495,11495.91142264
1512374902565,11495,11495.91142264
1512374903340,11495,11495.91142264
1512374904210,11495,11495.91142264
1512374905892,11495,11495.91142264
1512374906751,11495,11495.91142264
1512374907524,11495,11495.91142264
1512374908414,11476,11495
1512374910017,11478,11494
1512374910797,11478,11482
1512374911599,11479,11482
1512374912423,11475,11479
1512374914136,11476,11477
1512374914882,11476,11478
1512374915711,11475,11476
1512374916474,11476,11477
1512374916474,11476,11477
1512374916474,11476,11477
1512374916474,11476,11477
1512374916474,11476,11477
1512374916474,11476,11477
1512374916474,11476,11477
1512374916474,11476,11477
1512374925072,11472,11476
1512374925864,11472,11476
1512374926630,11476,11477
1512374927507,11472,11475
1512374928275,11472,11474
1512374930138,11467,11472
1512374930775,11467,11468
1512374931547,11467,11468
1512374932880,11467,11468
1512374933664,11467,11468
1512374934707,11467,11468
1512374935237,11467,11468
1512374936869,11467,11468
1512374937693,11467,11468
1512374938614,11466,11467
1512374940153,11466,11467
1512374940958,11466,11467
1512374941782,11466,11467
1512374941782,11466,11467
1512374943847,11458,11466
1512374944621,11458,11466
1512374945434,11459,11463
1512374947067,11460,11462
